"price";"type";"usage";"shared";"device";"newsletter";"language";"duration";"churn"
11;"Promo";94;1;"Computer";0;"en";35;0
22;"Regular";28;0;"Tablet";1;"de";60;0
24;"Promo";9;0;"Phone";0;"sp";44;0
21;"Regular";99;1;"Phone";1;"sp";9;0
10;"Promo";66;0;"Phone";1;"sp";20;0
19;"Premium";84;1;"Phone";0;"de";57;0
21;"Regular";31;0;"Phone";1;"sp";79;0
17;"Promo";96;0;"Phone";1;"en";76;0
14;"Regular";97,5;1;"Phone";1;"sp";79;0
16;"Regular";42;1;"Phone";0;"sp";57;0
29;"Premium";95;1;"Tablet";1;"sp";90;0
12;"Promo";58;1;"Phone";1;"en";66;0
16;"Promo";62;0;"Phone";0;"en";94;0
17;"Promo";97,5;1;"Phone";1;"en";69;0
24;"Promo";85;1;"Phone";0;"sp";32;1
24;"Premium";45;0;"Phone";1;"de";93;1
9;"Promo";60;1;"Tablet";1;"en";52;0
11;"Promo";28;0;"Tablet";1;"de";64;0
16;"Promo";6;0;"Phone";1;"en";84;0
13;"Promo";70,5;1;"Computer";1;"en";40;0
16;"Regular";72;1;"Phone";1;"sp";39;0
21;"Promo";46;0;"Tablet";0;"sp";64;0
29;"Promo";20;0;"Phone";1;"en";25;0
12;"Promo";75;0;"Phone";1;"fr";93;0
15;"Regular";87;1;"Phone";1;"sp";13;0
29;"Premium";13;0;"Phone";1;"de";93;1
18;"Premium";84;0;"Phone";0;"fr";11;0
19;"Regular";73,5;1;"Tablet";1;"fr";63;0
9;"Promo";51;0;"Computer";1;"en";9;1
27;"Premium";87;0;"Phone";1;"en";15;0
18;"Premium";66;0;"Computer";0;"en";66;1
24;"Promo";68;0;"Computer";1;"fr";68;1
29;"Premium";9;0;"Phone";0;"de";78;1
19;"Promo";67,5;1;"Computer";1;"de";33;0
19;"Regular";69;1;"Tablet";1;"de";82;0
28;"Promo";52;0;"Phone";1;"sp";85;0
10;"Promo";63;0;"Phone";1;"en";37;0
28;"Promo";42;1;"Phone";0;"fr";88;0
17;"Regular";33;1;"Phone";0;"fr";47;1
17;"Regular";33;1;"Phone";0;"sp";73;1
29;"Premium";9;1;"Computer";1;"de";7;0
17;"Promo";90;0;"Tablet";0;"en";56;0
22;"Premium";9;0;"Computer";0;"fr";41;1
14;"Regular";15;1;"Tablet";0;"en";54;0
9;"Regular";50;0;"Phone";0;"en";13;0
18;"Promo";129;1;"Computer";0;"de";15;0
20;"Promo";82;0;"Tablet";0;"de";49;1
25;"Promo";51;0;"Tablet";0;"sp";22;1
29;"Regular";11;1;"Phone";0;"fr";65;0
15;"Promo";51;1;"Tablet";1;"de";7;0
24;"Promo";60;0;"Phone";1;"sp";23;1
29;"Premium";15;0;"Tablet";0;"fr";92;0
28;"Promo";53;0;"Phone";1;"de";91;0
14;"Promo";72;0;"Tablet";1;"en";14;0
26;"Promo";83;0;"Phone";0;"en";93;0
25;"Regular";79;0;"Tablet";0;"sp";39;1
13;"Promo";74;1;"Phone";0;"sp";96;1
28;"Promo";31;1;"Phone";1;"sp";1;0
6;"Promo";70;0;"Computer";1;"en";69;0
22;"Promo";92;1;"Computer";1;"en";93;0
9;"Regular";50;1;"Tablet";0;"en";42;0
10;"Regular";32;1;"Phone";1;"en";48;1
29;"Premium";79;0;"Computer";0;"en";40;0
18;"Premium";82;0;"Phone";0;"en";7;0
9;"Regular";24;0;"Phone";0;"en";44;1
13;"Regular";98;0;"Computer";0;"en";24;0
24;"Promo";97;0;"Tablet";0;"sp";61;1
11;"Promo";21;0;"Computer";1;"en";99;1
24;"Promo";84;1;"Tablet";0;"en";90;1
16;"Promo";49;1;"Phone";1;"en";29;0
26;"Promo";94;0;"Phone";1;"en";80;0
13;"Promo";76;1;"Tablet";1;"en";3;0
9;"Promo";30;1;"Tablet";0;"en";72;0
15;"Promo";41;0;"Tablet";0;"de";75;1
12;"Promo";95;0;"Tablet";1;"fr";69;0
24;"Premium";62;0;"Tablet";0;"sp";61;0
20;"Promo";65;0;"Computer";1;"en";92;0
29;"Regular";38;0;"Computer";1;"en";22;1
21;"Promo";62;0;"Phone";1;"en";25;0
29;"Promo";123;1;"Phone";0;"sp";0;0
11;"Promo";92;0;"Computer";1;"en";53;0
29;"Regular";40,5;1;"Phone";0;"en";25;0
15;"Premium";97;0;"Tablet";0;"de";45;0
28;"Promo";43;1;"Computer";1;"sp";6;0
26;"Premium";78;0;"Computer";0;"en";81;0
20;"Promo";70,5;1;"Computer";1;"en";36;0
9;"Regular";83;1;"Phone";0;"sp";51;0
10;"Regular";97;1;"Tablet";0;"fr";30;0
25;"Promo";74;0;"Tablet";0;"sp";93;0
10;"Promo";27;1;"Computer";0;"sp";55;0
21;"Premium";94,5;1;"Phone";0;"en";9;0
25;"Regular";45;1;"Phone";1;"sp";55;1
11;"Regular";100,5;1;"Computer";1;"fr";58;0
21;"Promo";13;0;"Computer";1;"sp";47;0
10;"Regular";69;0;"Phone";1;"en";42;0
8;"Promo";40;0;"Computer";0;"en";90;0
29;"Premium";38;1;"Computer";1;"fr";32;1
21;"Promo";28;0;"Phone";1;"en";37;0
13;"Promo";62;0;"Computer";1;"fr";93;0
14;"Promo";95;1;"Phone";1;"sp";91;1
18;"Regular";44;0;"Phone";1;"en";92;0
18;"Promo";66;1;"Computer";0;"de";32;0
9;"Promo";12;1;"Computer";1;"sp";10;0
24;"Promo";54;1;"Tablet";0;"en";88;0
29;"Premium";57;0;"Phone";1;"en";38;0
11;"Promo";85;0;"Phone";1;"en";93;1
7;"Promo";56;0;"Computer";1;"sp";7;1
29;"Premium";49;0;"Tablet";1;"en";46;0
11;"Promo";8;0;"Phone";1;"sp";65;0
24;"Promo";21;0;"Computer";0;"sp";84;0
10;"Premium";2;0;"Phone";1;"fr";13;0
18;"Promo";100;0;"Phone";1;"sp";54;0
11;"Regular";27;0;"Phone";1;"en";15;0
12;"Promo";60;0;"Tablet";0;"sp";90;1
15;"Promo";70;0;"Phone";1;"de";10;0
17;"Promo";139,5;1;"Computer";0;"en";69;0
7;"Promo";52;0;"Phone";0;"en";18;1
10;"Promo";31;0;"Phone";1;"en";92;0
20;"Promo";56;0;"Computer";1;"fr";60;1
17;"Promo";14;0;"Phone";0;"en";87;0
19;"Regular";32;1;"Phone";0;"en";88;0
15;"Regular";75;0;"Computer";1;"fr";45;0
21;"Regular";93;1;"Computer";0;"de";79;1
13;"Promo";14;0;"Phone";1;"sp";84;0
19;"Promo";28,5;1;"Computer";0;"en";90;0
9;"Promo";76;1;"Phone";0;"sp";39;0
27;"Regular";70;0;"Tablet";0;"en";69;0
20;"Regular";52;0;"Tablet";1;"sp";45;0
10;"Regular";15;1;"Tablet";1;"en";84;0
29;"Promo";55;0;"Tablet";0;"sp";10;0
25;"Regular";40,5;1;"Computer";0;"en";7;1
20;"Regular";83;0;"Tablet";0;"en";29;1
11;"Regular";58;0;"Tablet";0;"en";4;0
26;"Regular";90;1;"Phone";1;"de";63;0
23;"Promo";32;0;"Phone";0;"en";11;1
11;"Premium";64;0;"Phone";1;"de";4;0
27;"Promo";27;1;"Phone";1;"fr";54;1
26;"Regular";111;1;"Computer";0;"en";66;1
20;"Promo";142,5;1;"Tablet";1;"sp";57;0
14;"Promo";30;0;"Computer";1;"en";92;0
18;"Promo";22;1;"Phone";0;"fr";47;0
16;"Regular";40;0;"Tablet";0;"fr";64;0
18;"Regular";11;0;"Computer";1;"en";32;0
16;"Promo";56;0;"Tablet";0;"en";94;1
23;"Promo";39;0;"Phone";1;"sp";35;1
29;"Premium";87;0;"Tablet";1;"en";41;0
28;"Regular";3;0;"Phone";0;"en";85;1
23;"Promo";58;0;"Computer";0;"en";83;0
17;"Premium";35;0;"Tablet";0;"de";40;1
29;"Premium";93;1;"Phone";0;"sp";40;1
29;"Premium";41;0;"Phone";1;"sp";52;0
15;"Regular";22;1;"Phone";0;"sp";11;1
18;"Premium";18;0;"Tablet";0;"sp";97;1
25;"Promo";60;0;"Phone";0;"en";24;1
26;"Promo";32;0;"Phone";1;"en";36;0
16;"Regular";27;0;"Tablet";0;"sp";55;1
27;"Promo";25;1;"Computer";0;"de";24;1
13;"Promo";2;0;"Computer";1;"en";17;0
14;"Promo";63;1;"Tablet";0;"en";64;0
25;"Promo";27;1;"Computer";0;"sp";24;0
20;"Regular";100,5;1;"Phone";0;"sp";32;0
29;"Premium";17;0;"Phone";1;"en";40;1
27;"Regular";50;0;"Tablet";0;"en";100;0
21;"Premium";132;1;"Tablet";0;"en";53;0
21;"Regular";78;0;"Tablet";1;"en";63;0
27;"Promo";105;1;"Phone";0;"en";21;1
13;"Promo";25;0;"Tablet";1;"en";15;1
19;"Promo";20;0;"Phone";0;"en";71;0
13;"Promo";75;0;"Computer";1;"en";33;0
29;"Premium";79,5;1;"Tablet";1;"en";26;1
21;"Promo";26;0;"Tablet";0;"en";51;0
9;"Regular";94;0;"Phone";0;"fr";16;1
24;"Promo";41;1;"Computer";0;"sp";34;1
20;"Promo";84;1;"Phone";0;"sp";2;0
15;"Promo";76,5;1;"Computer";0;"en";34;0
29;"Promo";19;0;"Computer";1;"fr";23;0
10;"Promo";15;0;"Tablet";0;"fr";75;1
26;"Regular";89;0;"Phone";1;"sp";9;0
15;"Promo";61;0;"Phone";0;"sp";49;1
23;"Promo";22,5;1;"Computer";1;"en";85;1
27;"Promo";50;0;"Computer";0;"sp";47;0
24;"Promo";18;0;"Phone";1;"en";12;0
14;"Regular";96;0;"Phone";1;"en";88;1
24;"Promo";49;0;"Phone";1;"en";84;1
29;"Premium";67;0;"Computer";1;"sp";20;1
27;"Premium";78;1;"Phone";1;"fr";59;0
11;"Promo";126;1;"Computer";1;"en";84;0
17;"Promo";81;0;"Phone";1;"en";73;0
9;"Premium";61;1;"Tablet";1;"en";50;0
9;"Regular";62;0;"Phone";0;"sp";33;0
24;"Promo";38;0;"Tablet";1;"de";44;1
14;"Promo";27;1;"Tablet";0;"sp";61;0
12;"Regular";20;1;"Computer";0;"en";7;0
20;"Promo";22;1;"Tablet";0;"sp";31;1
29;"Premium";5;0;"Phone";1;"sp";21;0
18;"Promo";11;1;"Phone";1;"en";75;0
18;"Promo";38;0;"Tablet";1;"en";86;0
29;"Premium";72;1;"Tablet";0;"en";92;0
26;"Promo";89;1;"Tablet";1;"en";9;0
25;"Promo";77;1;"Phone";1;"en";43;0
28;"Regular";82;0;"Tablet";0;"sp";1;1
17;"Regular";84;0;"Tablet";0;"de";65;0
29;"Promo";53;0;"Computer";1;"sp";9;0
19;"Regular";75;0;"Tablet";1;"en";40;0
20;"Promo";63;0;"Phone";0;"en";68;0
16;"Regular";6;0;"Computer";1;"en";64;0
26;"Promo";6;0;"Phone";1;"sp";87;1
29;"Premium";82;0;"Phone";0;"sp";60;1
26;"Regular";55;0;"Tablet";1;"en";23;0
14;"Promo";18;1;"Phone";1;"en";66;0
18;"Regular";88;1;"Computer";0;"en";60;0
17;"Regular";64,5;1;"Phone";0;"en";48;1
19;"Premium";81;0;"Phone";0;"en";0;1
9;"Promo";82;0;"Computer";0;"sp";18;1
20;"Promo";29;0;"Phone";0;"en";57;1
27;"Regular";45;1;"Computer";1;"en";78;1
12;"Promo";54;0;"Phone";0;"en";92;0
11;"Promo";67;0;"Phone";0;"en";74;0
17;"Promo";90;0;"Tablet";0;"sp";32;1
16;"Promo";91;1;"Phone";0;"de";13;1
9;"Promo";51;0;"Tablet";0;"en";31;1
7;"Promo";99;1;"Computer";0;"sp";1;0
18;"Promo";6;0;"Tablet";0;"sp";48;1
24;"Premium";71;0;"Tablet";0;"fr";18;0
19;"Promo";77;0;"Tablet";1;"sp";21;0
28;"Promo";16,5;1;"Computer";1;"en";86;1
18;"Regular";99;0;"Tablet";0;"sp";42;0
9;"Promo";39;0;"Phone";0;"sp";17;0
27;"Promo";19;1;"Tablet";1;"sp";45;0
12;"Promo";133,5;1;"Phone";0;"fr";48;0
17;"Promo";70;0;"Phone";1;"fr";1;1
29;"Premium";44;0;"Tablet";1;"sp";89;0
23;"Promo";39;0;"Computer";1;"fr";11;1
28;"Regular";79,5;1;"Tablet";1;"en";79;1
29;"Promo";28;1;"Phone";0;"en";4;0
25;"Promo";58;0;"Phone";1;"fr";14;0
15;"Premium";88;0;"Phone";1;"de";13;0
23;"Regular";91;1;"Phone";0;"fr";75;1
13;"Regular";24;1;"Phone";1;"en";0;0
22;"Regular";76;0;"Computer";1;"de";88;1
23;"Promo";65;1;"Computer";0;"en";70;1
23;"Regular";33;0;"Phone";0;"en";59;0
24;"Regular";15;0;"Tablet";1;"en";71;0
27;"Promo";79;0;"Phone";0;"sp";49;1
16;"Promo";7;1;"Tablet";0;"de";95;1
13;"Regular";50;0;"Phone";0;"en";57;1
29;"Premium";88;1;"Tablet";1;"en";41;0
23;"Promo";66;1;"Phone";1;"sp";94;1
24;"Regular";1,5;1;"Computer";1;"sp";33;1
24;"Regular";21;0;"Computer";1;"fr";16;0
17;"Promo";22;0;"Computer";1;"sp";5;0
14;"Promo";82;0;"Tablet";1;"fr";19;0
19;"Premium";13;1;"Phone";0;"sp";40;1
27;"Promo";68;0;"Phone";0;"sp";41;1
18;"Regular";43;0;"Phone";0;"de";35;0
5;"Promo";89;1;"Tablet";0;"en";20;0
9;"Promo";3;0;"Phone";0;"sp";29;1
23;"Promo";84;0;"Tablet";0;"en";77;0
17;"Promo";71;0;"Computer";0;"sp";43;1
22;"Promo";40;1;"Tablet";0;"fr";79;0
14;"Promo";97;0;"Phone";0;"en";37;1
21;"Promo";36;0;"Tablet";0;"en";83;1
10;"Regular";25;0;"Computer";1;"en";59;1
16;"Promo";76;1;"Computer";0;"sp";71;0
19;"Regular";55;0;"Computer";0;"de";85;0
29;"Regular";72;0;"Computer";1;"en";95;0
15;"Promo";46;0;"Phone";0;"fr";18;0
29;"Premium";66;0;"Phone";0;"sp";41;1
16;"Regular";48;1;"Phone";1;"sp";18;0
18;"Promo";91;0;"Phone";1;"en";13;0
8;"Promo";65;0;"Tablet";0;"en";75;1
25;"Regular";47;0;"Phone";1;"fr";18;0
14;"Regular";40;0;"Phone";0;"de";75;0
16;"Promo";22;1;"Tablet";0;"de";39;0
29;"Premium";46;0;"Phone";1;"sp";33;1
14;"Regular";120;1;"Phone";0;"sp";97;0
23;"Regular";58,5;1;"Tablet";0;"en";89;0
25;"Regular";52;0;"Phone";1;"de";61;1
11;"Regular";95;0;"Phone";1;"en";62;0
18;"Promo";114;1;"Computer";0;"en";32;0
28;"Promo";10,5;1;"Computer";0;"en";61;0
9;"Promo";47;1;"Computer";0;"sp";38;1
13;"Regular";142,5;1;"Phone";0;"fr";76;1
19;"Regular";31,5;1;"Computer";1;"en";72;0
23;"Promo";4,5;1;"Tablet";1;"fr";52;0
28;"Promo";46,5;1;"Phone";0;"en";15;1
29;"Premium";49;1;"Phone";0;"fr";68;0
19;"Promo";99;0;"Tablet";1;"sp";17;0
22;"Promo";28;0;"Phone";0;"en";79;1
18;"Promo";58;1;"Phone";0;"de";53;0
27;"Promo";8;0;"Tablet";0;"sp";48;1
25;"Promo";51;0;"Phone";0;"en";35;0
10;"Promo";26;0;"Computer";0;"sp";67;0
14;"Promo";76;0;"Computer";1;"en";88;1
20;"Regular";33;0;"Phone";0;"sp";89;1
12;"Promo";3;0;"Tablet";1;"sp";32;0
29;"Regular";93;0;"Phone";0;"sp";83;1
27;"Regular";56;0;"Phone";0;"de";13;0
5;"Promo";74;0;"Tablet";1;"en";92;0
7;"Promo";28,5;1;"Tablet";1;"de";24;0
14;"Promo";45;1;"Phone";1;"en";41;0
9;"Promo";85;0;"Computer";1;"en";42;1
27;"Promo";76;0;"Computer";0;"en";18;0
29;"Premium";84;0;"Phone";1;"sp";93;0
24;"Promo";76;1;"Phone";1;"en";52;0
11;"Promo";127,5;1;"Phone";1;"sp";59;0
9;"Regular";94;1;"Computer";0;"en";57;1
10;"Premium";32;1;"Phone";0;"en";18;0
5;"Promo";81;1;"Phone";1;"sp";63;0
16;"Promo";4,5;1;"Computer";1;"en";23;0
28;"Promo";41;1;"Phone";0;"en";8;1
17;"Promo";96;1;"Phone";1;"en";33;0
21;"Regular";91;1;"Phone";1;"de";66;0
10;"Promo";88;1;"Tablet";0;"en";44;0
16;"Regular";21;0;"Phone";0;"sp";63;0
11;"Promo";56;1;"Computer";1;"en";96;0
24;"Promo";37;0;"Phone";0;"en";19;0
9;"Promo";4;0;"Phone";1;"fr";80;1
20;"Regular";7;0;"Tablet";0;"en";21;0
21;"Promo";28;0;"Computer";0;"en";60;1
29;"Promo";23;0;"Phone";0;"en";76;0
22;"Promo";65;0;"Phone";0;"sp";9;0
16;"Promo";10;1;"Computer";0;"en";46;0
13;"Premium";30;0;"Computer";1;"en";55;0
25;"Regular";22,5;1;"Computer";1;"sp";1;1
14;"Promo";85;0;"Tablet";1;"en";64;0
7;"Promo";25;0;"Computer";1;"fr";87;0
21;"Regular";94;0;"Tablet";1;"sp";88;0
16;"Regular";64;0;"Tablet";0;"en";1;0
23;"Promo";85,5;1;"Phone";1;"en";100;1
7;"Promo";21;0;"Phone";1;"sp";87;0
21;"Promo";82;0;"Phone";0;"en";64;0
11;"Regular";80;0;"Computer";1;"fr";90;0
15;"Promo";82;0;"Computer";0;"sp";75;1
9;"Regular";47;0;"Phone";0;"en";12;0
14;"Regular";90;0;"Tablet";0;"en";2;1
21;"Regular";36;0;"Phone";1;"en";83;0
29;"Premium";22,5;1;"Tablet";0;"sp";9;0
24;"Promo";75;0;"Phone";0;"sp";74;1
14;"Regular";10;0;"Phone";1;"en";79;0
18;"Premium";24;0;"Phone";1;"de";67;1
21;"Regular";11;0;"Phone";1;"en";64;1
9;"Promo";97;1;"Tablet";1;"sp";36;0
17;"Regular";3;0;"Phone";0;"sp";4;0
16;"Regular";43;1;"Tablet";1;"en";21;0
4;"Promo";133,5;1;"Phone";1;"en";65;0
19;"Promo";45;0;"Computer";0;"sp";47;0
10;"Promo";93;1;"Phone";1;"en";44;1
16;"Promo";68;1;"Phone";1;"en";63;0
22;"Regular";58,5;1;"Phone";0;"sp";74;1
20;"Regular";95;1;"Computer";0;"en";87;0
16;"Regular";54;0;"Phone";0;"en";39;1
17;"Promo";38;0;"Phone";0;"sp";35;0
16;"Promo";1;1;"Phone";1;"en";80;0
12;"Promo";90;1;"Phone";1;"en";4;0
28;"Regular";3;0;"Computer";0;"en";52;1
9;"Premium";118,5;1;"Computer";0;"de";34;1
11;"Regular";5;0;"Computer";1;"de";44;0
16;"Regular";28;1;"Computer";0;"sp";69;0
10;"Premium";85;0;"Computer";1;"en";0;0
9;"Regular";49;0;"Tablet";1;"sp";100;0
29;"Premium";72;0;"Phone";0;"de";13;1
29;"Premium";99;1;"Tablet";0;"sp";22;0
21;"Regular";27;1;"Tablet";1;"en";34;1
23;"Promo";25;0;"Computer";1;"fr";64;1
17;"Promo";97,5;1;"Tablet";0;"sp";29;1
24;"Promo";61,5;1;"Tablet";0;"sp";11;0
15;"Promo";80;0;"Tablet";1;"sp";14;0
29;"Premium";49;0;"Phone";1;"en";0;0
21;"Regular";87;1;"Computer";1;"en";100;0
20;"Promo";71;0;"Computer";0;"en";69;0
16;"Promo";76,5;1;"Tablet";0;"sp";76;0
28;"Regular";87;1;"Phone";1;"de";59;1
18;"Regular";79;0;"Phone";1;"en";33;0
17;"Regular";100,5;1;"Phone";1;"sp";99;0
15;"Promo";28;0;"Computer";1;"en";15;0
16;"Premium";2;0;"Phone";0;"sp";3;0
29;"Premium";29;0;"Phone";0;"sp";19;0
18;"Promo";46;0;"Phone";0;"en";28;0
27;"Promo";94;0;"Phone";1;"sp";34;0
25;"Regular";63;0;"Tablet";1;"en";70;1
19;"Regular";82,5;1;"Phone";0;"sp";69;0
10;"Promo";74;0;"Tablet";0;"en";26;0
27;"Regular";89;1;"Phone";0;"en";33;0
11;"Promo";81;0;"Computer";0;"de";88;0
14;"Promo";60;0;"Phone";0;"fr";3;0
15;"Promo";30;0;"Phone";0;"sp";66;1
12;"Premium";92;0;"Phone";1;"en";88;0
18;"Regular";87;0;"Computer";1;"en";94;0
25;"Premium";32;0;"Phone";0;"en";81;0
24;"Regular";51;0;"Tablet";0;"en";46;1
16;"Regular";14;0;"Tablet";0;"sp";98;1
29;"Promo";13,5;1;"Phone";1;"en";72;1
11;"Promo";83;1;"Tablet";0;"en";24;1
20;"Regular";43;0;"Tablet";0;"en";60;0
29;"Regular";0;0;"Phone";1;"en";97;1
22;"Premium";50;0;"Computer";1;"en";10;0
